minute_id,reference_type_a,document_type_a,text_a,sentence_a,identifier_a,reference_type_b,document_type_b,text_b,sentence_b,identifier_b
h-tk-20072008-2932-2933,impl-local,,dit amendement,"Ik constateer dat de aanwezige leden van de fracties van D66, de VVD en het lid Verdonk voor dit amendement hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat het is verworpen.",31226-12,impl-local,,dit amendement,"Ik constateer dat de aanwezige leden van de fracties van D66, de VVD en het lid Verdonk voor dit amendement hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat het is verworpen.",31226-12
h-tk-20072008-2932-2933,impl-local,,dit amendement,Ik stel vast dat door de verwerping van dit amendement het andere op stuk nr. 12 voorkomende amendement als verworpen kan worden beschouwd.,31226-12,impl-local,,dit amendement,Ik stel vast dat door de verwerping van dit amendement het andere op stuk nr. 12 voorkomende amendement als verworpen kan worden beschouwd.,31226-12
h-tk-20072008-2932-2933,impl-local,,andere op stuk nr. 12 voorkomende amendement,Ik stel vast dat door de verwerping van dit amendement het andere op stuk nr. 12 voorkomende amendement als verworpen kan worden beschouwd.,31226-12,impl-local,,het andere op stuk nr. 12 voorkomende amendement,Ik stel vast dat door de verwerping van dit amendement het andere op stuk nr. 12 voorkomende amendement als verworpen kan worden beschouwd.,31226-12
h-tk-20072008-2932-2933,impl-local,,dit nader gewijzigde amendement,Ik constateer dat dit nader gewijzigde amendement met algemene stemmen is aangenomen.,31226-33,impl-local,,dit nader gewijzigde amendement,Ik constateer dat dit nader gewijzigde amendement met algemene stemmen is aangenomen.,31226-33
h-tk-20072008-2932-2933,impl-local,,dit nader gewijzigde amendement,Ik stel vast dat door de aanneming van dit nader gewijzigde amendement het andere op stuk nr. 33 voorkomende nader gewijzigde amendement als aangenomen kan worden beschouwd.,31226-33,impl-local,,dit nader gewijzigde amendement,Ik stel vast dat door de aanneming van dit nader gewijzigde amendement het andere op stuk nr. 33 voorkomende nader gewijzigde amendement als aangenomen kan worden beschouwd.,31226-33
h-tk-20072008-2932-2933,impl-local,,andere op stuk nr. 12 voorkomende amendement,Ik stel vast dat door de verwerping van dit amendement het andere op stuk nr. 12 voorkomende amendement als verworpen kan worden beschouwd.,31226-12,impl-local,,het andere op stuk nr. 33 voorkomende nader gewijzigde amendement,Ik stel vast dat door de aanneming van dit nader gewijzigde amendement het andere op stuk nr. 33 voorkomende nader gewijzigde amendement als aangenomen kan worden beschouwd.,31226-33
h-tk-20072008-2932-2933,impl-local,,dit amendement,"Ik constateer dat de aanwezige leden van de fracties van D66, de VVD en het lid Verdonk voor dit amendement hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat het is verworpen.",31226-12,impl-local,,dit amendement,"Ik constateer dat de aanwezige leden van de fracties van de SP en de PvdD voor dit amendement hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat het is verworpen.",31226-33
h-tk-20072008-2932-2933,impl-local,,dit amendement,"Ik constateer dat de aanwezige leden van de fracties van D66, de VVD en het lid Verdonk voor dit amendement hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat het is verworpen.",31226-12,impl-local,,dit amendement,"Ik constateer dat de aanwezige leden van de fracties van D66, de VVD, de PVV en het lid Verdonk voor dit amendement hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat het is verworpen.",31226-5
h-tk-20072008-2932-2933,impl-local,,dit amendement,"Ik constateer dat de aanwezige leden van de fracties van D66, de VVD en het lid Verdonk voor dit amendement hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat het is verworpen.",31226-12,impl-local,,dit amendement,"Ik constateer dat de aanwezige leden van de fracties van de SP, GroenLinks, D66, de PvdD en de PVV voor dit amendement hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat het is verworpen.",31226-16
h-tk-20072008-2932-2933,impl-local,,andere op stuk nr. 12 voorkomende amendement,Ik stel vast dat door de verwerping van dit amendement het andere op stuk nr. 12 voorkomende amendement als verworpen kan worden beschouwd.,31226-12,impl-local,,de overige op stuk nr. 16 voorkomende amendementen,Ik stel vast dat door de verwerping van dit amendement de overige op stuk nr. 16 voorkomende amendementen als verworpen kunnen worden beschouwd.,31226-16
h-tk-20072008-2932-2933,impl-local,,dit amendement,"Ik constateer dat de aanwezige leden van de fracties van D66, de VVD en het lid Verdonk voor dit amendement hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat het is verworpen.",31226-12,impl-local,,dit gewijzigde amendement,"Ik constateer dat de aanwezige leden van de fracties van de SP, GroenLinks, D66, de PvdD, de VVD, de SGP, de PVV en het lid Verdonk voor dit gewijzigde amendement hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat het is verworpen.",
h-tk-20072008-2932-2933,impl-local,,dit amendement,Ik stel vast dat door de verwerping van dit amendement het andere op stuk nr. 12 voorkomende amendement als verworpen kan worden beschouwd.,31226-12,impl-local,,dit gewijzigde amendement,Ik stel vast dat door de verwerping van dit gewijzigde amendement de overige op stuk nr. 31 voorkomende gewijzigde amendementen als verworpen kunnen worden beschouwd.,
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,het andere op stuk nr. 32 voorkomende gewijzigde amendement,Ik stel vast dat door de aanneming van dit gewijzigde amendement het andere op stuk nr. 32 voorkomende gewijzigde amendement als aangenomen kan worden beschouwd.,31226-32,impl-local,,de overige op stuk nr. 31 voorkomende gewijzigde amendementen,Ik stel vast dat door de verwerping van dit gewijzigde amendement de overige op stuk nr. 31 voorkomende gewijzigde amendementen als verworpen kunnen worden beschouwd.,
h-tk-20072008-2932-2933,impl-local,,dit nader gewijzigde amendement,Ik constateer dat dit nader gewijzigde amendement met algemene stemmen is aangenomen.,31226-33,impl-local,,dit gewijzigde amendement,Ik constateer dat dit gewijzigde amendement met algemene stemmen is aangenomen.,31226-32
h-tk-20072008-2932-2933,impl-local,,dit amendement,Ik stel vast dat door de verwerping van dit amendement het andere op stuk nr. 12 voorkomende amendement als verworpen kan worden beschouwd.,31226-12,impl-local,,dit gewijzigde amendement,Ik stel vast dat door de aanneming van dit gewijzigde amendement het andere op stuk nr. 32 voorkomende gewijzigde amendement als aangenomen kan worden beschouwd.,31226-32
h-tk-20072008-2932-2933,impl-local,,andere op stuk nr. 12 voorkomende amendement,Ik stel vast dat door de verwerping van dit amendement het andere op stuk nr. 12 voorkomende amendement als verworpen kan worden beschouwd.,31226-12,impl-local,,het andere op stuk nr. 32 voorkomende gewijzigde amendement,Ik stel vast dat door de aanneming van dit gewijzigde amendement het andere op stuk nr. 32 voorkomende gewijzigde amendement als aangenomen kan worden beschouwd.,31226-32
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,"stuk nr. 12, I","In stemming komt het amendement-Blok (stuk nr. 12, I).",31226-12,explicit-parl-doc,Amendement,"stuk nr. 24, I","In stemming komt het gewijzigde amendement-Omtzigt/Hamer (stuk nr. 24, I).",31226-24
h-tk-20072008-2932-2933,impl-local,,dit amendement,"Ik constateer dat de aanwezige leden van de fracties van D66, de VVD en het lid Verdonk voor dit amendement hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat het is verworpen.",31226-12,impl-local,,dit amendement,"Ik constateer dat de aanwezige leden van de fractie van de PvdD tegen dit amendement hebben gestemd en de aanwezige leden van de overige fracties ervoor, zodat het is aangenomen.",31226-24
h-tk-20072008-2932-2933,impl-local,,dit amendement,Ik stel vast dat door de verwerping van dit amendement het andere op stuk nr. 12 voorkomende amendement als verworpen kan worden beschouwd.,31226-12,impl-local,,dit gewijzigde amendement,Ik stel vast dat door de aanneming van dit gewijzigde amendement de overige op stuk nr. 24 voorkomende gewijzigde amendementen als aangenomen kunnen worden beschouwd.,31226-24
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,het andere op stuk nr. 32 voorkomende gewijzigde amendement,Ik stel vast dat door de aanneming van dit gewijzigde amendement het andere op stuk nr. 32 voorkomende gewijzigde amendement als aangenomen kan worden beschouwd.,31226-32,impl-local,,de overige op stuk nr. 24 voorkomende gewijzigde amendementen,Ik stel vast dat door de aanneming van dit gewijzigde amendement de overige op stuk nr. 24 voorkomende gewijzigde amendementen als aangenomen kunnen worden beschouwd.,31226-24
h-tk-20072008-2932-2933,impl-local,,dit gewijzigde amendement,Ik constateer dat dit gewijzigde amendement met algemene stemmen is aangenomen.,31226-32,impl-local,,dit amendement,Ik constateer dat dit amendement met algemene stemmen is aangenomen.,31226-17
h-tk-20072008-2932-2933,impl-local,,dit amendement,Ik stel vast dat door de verwerping van dit amendement het andere op stuk nr. 12 voorkomende amendement als verworpen kan worden beschouwd.,31226-12,impl-local,,dit amendement,Ik stel vast dat door de aanneming van dit amendement het andere op stuk nr. 17 voorkomende amendement als aangenomen kan worden beschouwd.,31226-17
h-tk-20072008-2932-2933,impl-local,,andere op stuk nr. 12 voorkomende amendement,Ik stel vast dat door de verwerping van dit amendement het andere op stuk nr. 12 voorkomende amendement als verworpen kan worden beschouwd.,31226-12,impl-local,,het andere op stuk nr. 17 voorkomende amendement,Ik stel vast dat door de aanneming van dit amendement het andere op stuk nr. 17 voorkomende amendement als aangenomen kan worden beschouwd.,31226-17
h-tk-20072008-2932-2933,impl-local,,dit wetsvoorstel,Ik constateer dat dit wetsvoorstel met algemene stemmen is aangenomen.,31226,impl-local,,dit wetsvoorstel,Ik constateer dat dit wetsvoorstel met algemene stemmen is aangenomen.,dossier/31226
h-tk-20072008-2932-2933,impl-local,,deze motie,"Ik constateer dat de aanwezige leden van de fracties van de SP, GroenLinks en de PvdD voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat zij is verworpen.",31226-27,impl-local,,deze motie,"Ik constateer dat de aanwezige leden van de fracties van de SP, GroenLinks en de PvdD voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat zij is verworpen.",31226-27
h-tk-20072008-2932-2933,impl-local,,deze motie,"Ik constateer dat de aanwezige leden van de fracties van de SP, GroenLinks en de PvdD voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat zij is verworpen.",31226-27,impl-local,,deze motie,"Ik constateer dat de aanwezige leden van de fracties van de SP, GroenLinks en de PvdD voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat zij is verworpen.",31226-28
h-tk-20072008-2932-2933,impl-local,,deze motie,Ik constateer dat deze motie met algemene stemmen is aangenomen.,31226-29,impl-local,,deze motie,Ik constateer dat deze motie met algemene stemmen is aangenomen.,31226-29
h-tk-20072008-2932-2933,impl-local,,deze motie,Ik constateer dat deze motie met algemene stemmen is aangenomen.,31226-29,impl-local,,deze motie,Ik constateer dat deze motie met algemene stemmen is aangenomen.,31226-30
h-tk-20182019-35-8-n1,explicit-dossier,,34834,"Ik stel voor dinsdag 18 december aanstaande ook te stemmen over de ingediende moties bij het notaoverleg over de initiatiefnota van de leden Ploumen, Van Gerven en Ellemeet: ""Big Farma: niet gezond!"" (34834).",34834,explicit-dossier,,34834,"Ik stel voor dinsdag 18 december aanstaande ook te stemmen over de ingediende moties bij het notaoverleg over de initiatiefnota van de leden Ploumen, Van Gerven en Ellemeet: ""Big Farma: niet gezond!"" (34834).",dossier/34834
h-tk-20182019-35-8-n1,explicit-parl-doc,Motie,"32813, nr. 257","Ik deel aan de Kamer mee dat de fractie van D66 bij de stemmingen op 11 december jongstleden over de motie-Moorlag (32813, nr. 257) geacht wenst te worden voor deze motie te hebben gestemd.",32813-257,explicit-parl-doc,Motie,"32813, nr. 257","Ik deel aan de Kamer mee dat de fractie van D66 bij de stemmingen op 11 december jongstleden over de motie-Moorlag (32813, nr. 257) geacht wenst te worden voor deze motie te hebben gestemd.",32813-257
h-tk-20182019-35-8-n1,explicit-parl-doc,Brief,21501-07-1559,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,21501-07-1559,explicit-parl-doc,Brief,21501-07-1559,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,21501-07-1559
h-tk-20182019-35-8-n1,explicit-parl-doc,Brief,25424-430,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25424-430,explicit-parl-doc,Brief,25424-430,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25424-430
h-tk-20182019-35-8-n1,explicit-parl-doc,Brief,25424-429,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25424-429,explicit-parl-doc,,25424-429,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25424-429
h-tk-20182019-35-8-n1,explicit-parl-doc,Verslag,25763-30,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25763-30,explicit-parl-doc,Brief,25763-30,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25763-30
h-tk-20182019-35-8-n1,explicit-parl-doc,Brief,29689-941,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,29689-941,explicit-parl-doc,Brief,29689-941,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,29689-941
h-tk-20182019-35-8-n1,explicit-parl-doc,Brief,25424-425,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25424-425,explicit-parl-doc,Brief,25424-425,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25424-425
h-tk-20182019-35-8-n1,explicit-parl-doc,Brief,25424-426,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25424-426,explicit-parl-doc,Brief,25424-426,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25424-426
h-tk-20182019-35-8-n1,explicit-parl-doc,Brief,25424-424,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25424-424,explicit-parl-doc,,25424-424,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,
h-tk-20182019-35-8-n1,explicit-parl-doc,Brief,33628-37,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,33628-37,explicit-parl-doc,Brief,33628-37,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,33628-37
h-tk-20182019-35-8-n1,explicit-parl-doc,Brief,25763-29,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25763-29,explicit-parl-doc,Brief,25763-29,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,
h-tk-20182019-35-8-n1,explicit-parl-doc,Brief,25424-422,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25424-422,explicit-parl-doc,Brief,25424-422,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834., 25424-422
h-tk-20182019-35-8-n1,explicit-parl-doc,Brief,25424-423,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25424-423,explicit-parl-doc,Brief,25424-423,Ik stel voor de volgende stukken van de stand van werkzaamheden af te voeren: 21501-07-1559; 25424-430; 25424-429; 25763-30; 29689-941; 25424-425; 25424-426; 25424-424; 33628-37; 25763-29; 25424-422; 25424-423; 25424-343; 25424-417; 25424-418; 35000-A-28; 31409-199; 29668-49; 34775-XII-76; 31409-198; 31409-196; 31409-192;35059-3; 23645-682; 29984-797; 29984-798; 25268-172; 31016-148; 31016-150; 31016-146; 31016-147; 33561-43; 35103-1; 25087-224;35020-2; 2018Z21641; 34834-5; 29664-191; 32201-92; 29675-192; 2018Z07100; 31409-201; 31409-193 en 34834.,25424-423
